Omadeas Classifier Service v2 — Field Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field-level schema for the 10 classifier framework entities. Columns match the convention from ProjectOps_-_art_3_0_-_Data_Modelv2_updated.xlsx (62 cols). Use <module> as prefix placeholder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A · IDENTITY & TAXONOMY,,,,,,,,,,,,B · FIELD DEFINITION,,,,,,,,,,,,,,,C · SAMPLE DATA & EXPLANATION,,,,,,,,,,D · DESIGN & DEVELOPMENT,,,,F · SECURITY & GOVERNANCE,,,,,,,,,,,G · SEED DATA INSTRUCTIONS,,,,,,,,,H · MAP
source,phase,design_status,model_version,realm,microservice,category,sub_category,type,unique_field_ref,entity,entity_fields,data_type,length,"is_primary_key
(multiple for composite)",is_unique,is_nullable,fk_reference,check_constraints,index_name,unique_cns_1,unique_cns_2,unique_cns_3,unique_cns_4,unique_cns_5,default_value,data_limited_to,sample_data,"data from
classifier","classifier
values",composite_key,explanation,relationship_explanation,design_rationale,"calculated
(yes/no)",calculation,calculation_triggers,outstanding_design_questions,development_instructions,"example_records_configurations
at_entity_level","application_validations
(for the front end)",data_category,pii_type,obligation_mapping,lawful_bases,special_conditions,default_trust,sensitivity,masking,breach_impact,retention_policy,"requires_special
condition","microservice
(seed instructions)","entities
(policies)","entity_security
config","entity_trust_upgrade
trigger_relation","entity_verification
methods_relation","fields
(policies)","fields_policies
lawful_bases","fields_policies
special_conditions","fields_policies
organisation_specific",entity_map #
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Policies,entity.field,<module>.classifier_value_policy.is_active,classifier_value_policy,is_active,BOOLEAN,,No,No,No,,,,,,,,,TRUE,tenant-scoped,TRUE,,,,Soft-retire flag. Inactive policies disable the classifier from new assignment.,No FK.,Inactive policy implies inactive classifier (application convention).,No,,,,NOT NULL DEFAULT TRUE.,,Admin toggle.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,3
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Policies,entity.field,<module>.classifier_value_policy.created_at,classifier_value_policy,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,3
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Policies,entity.field,<module>.classifier_value_policy.created_by,classifier_value_policy,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,3
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Policies,entity.field,<module>.classifier_value_policy.updated_at,classifier_value_policy,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,3
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Policies,entity.field,<module>.classifier_value_policy.updated_by,classifier_value_policy,updated_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_admin_001,,,,Last modifier.,FK to authentication.principals.id. May be SYSTEM or admin.,Denormalised audit principal. NULL when no update has occurred.,Yes,Set to acting principal_id on every UPDATE.,Any record modification.,,FK to authentication.principals.id. NULL allowed. Set on UPDATE.,,Read-only. Displayed as 'Modified by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,3
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity,<module>.classifier_value_constraint,classifier_value_constraint,classifier_value_constraint,,,,,,,,,,,,,,,tenant-scoped,,,,,"Inter-value rules. Cross-classifier capable via dual source/target FK pattern. 11 native fields. constraint_type CHECK in (REQUIRES, PROHIBITS, WARNS). v1 advisory only; v2 may enforce hard.",,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.id,classifier_value_constraint,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,cn-uuid-0001,,,,Primary key.,Not referenced as FK.,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.source_classifier_id,classifier_value_constraint,source_classifier_id,UUIDv4,,No,No,No,classifier.id (soft FK),,idx_constraint_source_cls,,,,,,,tenant-scoped,cls-uuid-risk-prob,,,,"The 'trigger' classifier. If a node has this classifier assigned to source_value_id, the constraint fires.",FK to <module>_classifier.id. source_value_id must belong to this classifier.,Dual FK pattern (source + target classifiers) disambiguates cross-classifier constraints which a single classifier_id could not express.,No,,,,NOT NULL. FK. CHECK coherence: source_value_id.classifier_id = source_classifier_id (app-level).,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.source_value_id,classifier_value_constraint,source_value_id,UUIDv4,,No,No,No,classifier_value.id (soft FK),,,,,,,,,tenant-scoped,val-uuid-very-high,,,,The 'trigger' value. The constraint fires when this value is assigned.,FK to <module>_classifier_value.id. Must belong to source_classifier_id.,"Value-level constraint trigger — not just any value of the classifier, but a specific value.",No,,,,NOT NULL. FK. Coherence check with source_classifier_id.,,Value picker constrained to source_classifier_id's values.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.target_classifier_id,classifier_value_constraint,target_classifier_id,UUIDv4,,No,No,No,classifier.id (soft FK),,idx_constraint_target_cls,,,,,,,tenant-scoped,cls-uuid-priority,,,,The 'affected' classifier. The constraint applies to this classifier's value on the same node.,FK to <module>_classifier.id. target_value_id must belong to this classifier.,Allows cross-classifier rules (e.g. RISK_PROBABILITY=VERY_HIGH REQUIRES PRIORITY=CRITICAL).,No,,,,NOT NULL. FK.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.target_value_id,classifier_value_constraint,target_value_id,UUIDv4,,No,No,No,classifier_value.id (soft FK),,,,,,,,,tenant-scoped,val-uuid-critical,,,,The 'affected' value. The constraint requires/prohibits/warns about this value.,FK to <module>_classifier_value.id. Must belong to target_classifier_id.,Pairs with source_value_id to define the full constraint.,No,,,,NOT NULL. FK. Coherence check with target_classifier_id.,,Value picker constrained to target_classifier_id's values.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.constraint_type,classifier_value_constraint,constraint_type,VARCHAR,20,No,No,No,,"CHECK (constraint_type IN ('REQUIRES','PROHIBITS','WARNS'))",,,,,,,,tenant-scoped,REQUIRES,,,,REQUIRES: source means target must also be set. PROHIBITS: source means target cannot be set. WARNS: surface a warning but don't block.,No FK. Read by constraint engine.,Three semantically distinct types. IMPLIES (auto-assign target) was considered and rejected — implicit assignment confuses users.,No,,,,NOT NULL. CHECK IN three values.,,Dropdown of three types.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.is_active,classifier_value_constraint,is_active,BOOLEAN,,No,No,No,,,,,,,,,TRUE,tenant-scoped,TRUE,,,,Soft-retire flag.,No FK.,Constraints can be retired without deletion.,No,,,,NOT NULL DEFAULT TRUE.,,Admin toggle.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.created_at,classifier_value_constraint,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.created_by,classifier_value_constraint,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.updated_at,classifier_value_constraint,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Constraints,entity.field,<module>.classifier_value_constraint.updated_by,classifier_value_constraint,updated_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_admin_001,,,,Last modifier.,FK to authentication.principals.id. May be SYSTEM or admin.,Denormalised audit principal. NULL when no update has occurred.,Yes,Set to acting principal_id on every UPDATE.,Any record modification.,,FK to authentication.principals.id. NULL allowed. Set on UPDATE.,,Read-only. Displayed as 'Modified by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,4
?  PROFILE LAYER — what's in scope where,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity,<module>.classifier_profile,classifier_profile,classifier_profile,,,,,,,,,,,,,,,tenant-scoped,,,,,NEW. Named bundle of classifiers. Attached to nodes to scope which classifiers apply. Subtree inheritance via closure walk. Platform-seeded + tenant-defined.,,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.id,classifier_profile,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,prf-uuid-0001,,,,Primary key.,Referenced as FK by classifier_profile_member and node_classifier_profile_attachment.,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.company_id,classifier_profile,company_id,UUIDv4,,No,No,No,company.company.id,,idx_profile_company,,,,,,,tenant-scoped,00000000-0000-0000-0000-000000000001 (PLATFORM) or tenant id,,,,Tenant scoping. Same pattern as classifier.,FK to company.company.id. Platform profiles use reserved UUID.,Same platform/tenant model as classifier — consistent ownership semantics.,No,,,,FK. NOT NULL. Index for tenant queries.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.source,classifier_profile,source,VARCHAR,20,No,No,No,,"CHECK (source IN ('platform','tenant'))",,,,,,,,tenant-scoped,platform,,,,Platform-seeded vs tenant-defined flag.,No FK. Gates edit/delete permission.,Same pattern as classifier.source.,No,,,,NOT NULL. CHECK enum.,,Read-only after creation.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.code,classifier_profile,code,VARCHAR,50,No,Yes,No,,,,"UNIQUE(company_id, code)",,,,,,tenant-scoped,STANDARD_DELIVERY,,,,Machine-readable code.,No FK.,UPPER_SNAKE_CASE convention.,No,,,,NOT NULL. UPPER_SNAKE_CASE. UNIQUE per tenant.,,Validated pattern.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.name,classifier_profile,name,VARCHAR,100,No,No,No,,,,,,,,,,tenant-scoped,Standard Delivery Profile,,,,Display name.,No FK.,Editable display label.,No,,,,NOT NULL. Max 100.,,Required.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.description,classifier_profile,description,TEXT,500,No,No,Yes,,,,,,,,,,tenant-scoped,"The default classifier set for delivery-focused work. Priority, RAG, Effort.",,,,Optional description shown in the profile picker and the modal's profile context strip.,No FK.,Helps project owners pick the right profile.,No,,,,NULL allowed. Max 500.,,Optional.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile,entity.field,<module>.classifier_profile.order,classifier_profile,order,INTEGER,,No,No,No,,,,,,,,,100,tenant-scoped,10,,,,Sort order in the Available classifiers list.,No FK. Read by application for ORDER BY.,Manual ordering rather than alphabetical lets admins surface the most-used classifiers first.,No,,,,NOT NULL DEFAULT 100. Lower = earlier in list. Recommended steps of 10 to allow inserts.,,Integer input. Default 100.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,1
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.scope_default,classifier_profile,scope_default,VARCHAR,20,No,No,No,,"CHECK (scope_default IN ('self','subtree'))",,,,,,,'subtree',tenant-scoped,subtree,,,,Default inheritance behaviour when attached. Most profiles attach with subtree scope; can be overridden per attachment.,No FK. Used as default for new attachments.,Most profiles default to subtree (inherit to descendants). 'self' for one-off attachments.,No,,,,NOT NULL. DEFAULT 'subtree'. CHECK enum.,,Dropdown.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.is_active,classifier_profile,is_active,BOOLEAN,,No,No,No,,,,,,,,,TRUE,tenant-scoped,TRUE,,,,Soft-retire flag.,No FK.,Retiring a profile keeps attachments visible in audit but excludes from scope resolution.,No,,,,NOT NULL DEFAULT TRUE.,,Admin toggle.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.created_at,classifier_profile,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.created_by,classifier_profile,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.updated_at,classifier_profile,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profiles,entity.field,<module>.classifier_profile.updated_by,classifier_profile,updated_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_admin_001,,,,Last modifier.,FK to authentication.principals.id. May be SYSTEM or admin.,Denormalised audit principal. NULL when no update has occurred.,Yes,Set to acting principal_id on every UPDATE.,Any record modification.,,FK to authentication.principals.id. NULL allowed. Set on UPDATE.,,Read-only. Displayed as 'Modified by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,5
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity,<module>.classifier_profile_member,classifier_profile_member,classifier_profile_member,,,,,,,,,,,,,,,tenant-scoped,,,,,NEW. Junction: which classifiers are in which profile. Carries is_required (can differ per profile) and order.,,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.id,classifier_profile_member,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,mem-uuid-0001,,,,Primary key.,Not referenced as FK.,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.profile_id,classifier_profile_member,profile_id,UUIDv4,,No,No,No,classifier_profile.id (soft FK),,idx_profile_member_profile,"UNIQUE(profile_id, classifier_id)",,,,,,tenant-scoped,prf-uuid-0001,,,,Parent profile.,FK to <module>_classifier_profile.id. ON DELETE CASCADE.,Junction owns the membership; cascades with profile deletion.,No,,,,NOT NULL. FK. ON DELETE CASCADE.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.classifier_id,classifier_profile_member,classifier_id,UUIDv4,,No,No,No,classifier.id (soft FK),,idx_profile_member_classifier,,,,,,,tenant-scoped,cls-uuid-priority,,,,The classifier included in this profile.,"FK to <module>_classifier.id. UNIQUE(profile_id, classifier_id) — a classifier appears at most once per profile.",A classifier can appear in many profiles with different is_required flags per profile.,No,,,,NOT NULL. FK. ON DELETE RESTRICT.,,Classifier picker.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.is_required,classifier_profile_member,is_required,BOOLEAN,,No,No,No,,,,,,,,,FALSE,tenant-scoped,TRUE,,,,"Whether this classifier is required within this profile. Distinct from policy.is_required — a classifier can be optional in one profile, required in another.",No FK.,"Per-profile override of the classifier-level required flag. Same classifier, different profile, different requirement.",No,,,,NOT NULL DEFAULT FALSE.,,Toggle in profile editor.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.order,classifier_profile_member,order,INTEGER,,No,No,No,,,,,,,,,100,tenant-scoped,10,,,,Sort order within the profile.,No FK.,Manual ordering of classifiers within a profile.,No,,,,NOT NULL DEFAULT 100.,,Integer.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.created_at,classifier_profile_member,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.created_by,classifier_profile_member,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.updated_at,classifier_profile_member,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Members,entity.field,<module>.classifier_profile_member.updated_by,classifier_profile_member,updated_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_admin_001,,,,Last modifier.,FK to authentication.principals.id. May be SYSTEM or admin.,Denormalised audit principal. NULL when no update has occurred.,Yes,Set to acting principal_id on every UPDATE.,Any record modification.,,FK to authentication.principals.id. NULL allowed. Set on UPDATE.,,Read-only. Displayed as 'Modified by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,6
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity,<module>.<module>_node_classifier_profile_attachment,<module>_node_classifier_profile_attachment,<module>_node_classifier_profile_attachment,,,,,,,,,,,,,,,tenant-scoped,,,,,NEW. Profile attached to a node. scope_hint overrides profile.scope_default. Subtree inheritance via closure walk on the node tree. Operational entity.,,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.id,<module>_node_classifier_profile_attachment,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,att-uuid-0001,,,,Primary key.,Not referenced as FK.,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.assignee_node_id,<module>_node_classifier_profile_attachment,assignee_node_id,UUIDv4,,No,No,No,<module>.node.id,,idx_profile_attach_node,"UNIQUE(assignee_node_id, profile_id) WHERE is_active",,,,,,tenant-scoped,node-uuid-prog-001,,,,The node to which the profile is attached. Typically a programme or project.,FK to module's node table. ON DELETE CASCADE.,Profile attachments live on nodes; closure walk inherits to descendants.,No,,,,NOT NULL. FK. ON DELETE CASCADE.,,System-set on attachment.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.profile_id,<module>_node_classifier_profile_attachment,profile_id,UUIDv4,,No,No,No,classifier_profile.id (soft FK),,idx_profile_attach_profile,,,,,,,tenant-scoped,prf-uuid-0001,,,,The profile being attached.,FK to <module>_classifier_profile.id. ON DELETE RESTRICT (cannot delete profile with active attachments).,Strong reference — profile must continue to exist while attached.,No,,,,NOT NULL. FK. ON DELETE RESTRICT.,,Profile picker.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Profile Attachments,entity.field,<module>.<module>_node_classifier_profile_attachment.scope_hint,<module>_node_classifier_profile_attachment,scope_hint,VARCHAR,20,No,No,No,,"CHECK (scope_hint IN ('self','subtree'))",,,,,,,,tenant-scoped,subtree,,,,Inheritance scope for this attachment. Overrides profile.scope_default.,No FK.,Per-attachment override of the profile's default inheritance behaviour. Set once at attachment time; persists.,No,,,,NOT NULL. CHECK enum. Defaults to profile.scope_default at attachment time.,,Radio: 'Just this node' / 'This node and all descendants'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,7
